Timestamp,Tipe Produk,Kategori Produk,Deskripsi ,Lokasi,Harga,Images,Luas Tanah,Luas Bangunan,Tipe Sertifikat,Brand,Model,Tahun,Kondisi,Kapasitas,Tipe Mobil,Brand,Model,Tahun,Total KM,Transmisi,Jenis Bahan Bakar,Kapasitas Mesin,Warna,Material,Berat (gram),Karat (untuk emas),Brand,Kondisi,Nama Produk
13/12/2025 10:01:22,Properti,Lelang,"⦁	18 menit dari UPN ""Veteran"" Jakarta Limo
⦁	18 menit dari The Park Sawangan
⦁	21 menit dari Klinik Pertamina IHC Cinere
⦁	22 menit dari Gerbang Tol Pamulang
⦁	23 menit dari Taman Warga Bukit Cinere Indah","Perumahan Wisma Mas Blok B-1 No. 29, Kel. Cinangka, Kec. Sawangan, Kota Depok",234.600.000,"https://drive.google.com/open?id=1DQcB0bGrC3B1-NfyAJEjeNICclUtiZ_F, https://drive.google.com/open?id=1I_f_AwY7atgputuU_ZfPct_9E7yFcXQB, https://drive.google.com/open?id=1flPH5L7cM83CUsebJ-9HSeObbQmEAicc, https://drive.google.com/open?id=1l0XqrUBy1HSAN-hccZiggkMqoU0xlqSD",72 m2,40 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG RUMAH TINGGAL
13/12/2025 10:03:35,Properti,Lelang,"⦁	2 menit dari Alun-Alun Pusakanagara
⦁	3 menit dari Puskesmas Pusakanagara
⦁	5 menit dari Gerbang Tol Patimban
⦁	7 menit dari SMA Negeri 1 Pusakanagara
⦁	15 menit dari Kolam Renang Bintang Fantasi","Kampung Mekarjati RT.031 RW.007 Kel. Pusakajaya, Kec. Pusakajaya, Kab. Subang, Jawa Barat",340.000.000,"https://drive.google.com/open?id=1Q0AUy3Een_XBZICMCP1PZFEwhqP5c9nl, https://drive.google.com/open?id=1-WVgmH7oRTtJswsyETapOqDpstjJotSB, https://drive.google.com/open?id=1usZo0LPBN88bzAVGZjVkUwnfBLedNvNv",642 m2,123 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG RUMAH TINGGAL
13/12/2025 10:05:18,Properti,Lelang,"⦁	7 menit dari SMKN 6 Malang
⦁	12 menit dari Rumah Sakit Lavalette
⦁	16 menit dari Mall Olympic Garden (MOG)
⦁	16 menit dari Alun-Alun Malang
⦁	18 menit dari Gerbang Tol Kota Malang","Jl. Danau Tempe I F3-A10 RT 05 RW 12 Kel. Sawojajar, Kec. Kedungkandang, Malang",744.000.000,"https://drive.google.com/open?id=19SAp1CpCdiewqs0TCfqw54EAlJ_KTrpa, https://drive.google.com/open?id=1mACy1IBPR9K2xMbBdbjasEPbGArltEIx, https://drive.google.com/open?id=1aXJy3uAXfqqpxaz7nL3rPX_4bGtfoWQu",120 m2,96 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG RUMAH TINGGAL
13/12/2025 10:06:41,Properti,Lelang,"⦁	5 menit dari RS Ubaya
⦁	7 menit dari Universitas Surabaya
⦁	17 menit dari Royal Plaza
⦁	20 menit dari Pintu Tol Waru
⦁	20 menit dari Taman Bungkul Surabaya","Perumahan Persada Prapen Mas, Jl. Prapen Indah Timur IV Blok AC No. 10 Kel. Panjangjiwo, Kec. Tenggilis Mejoyo, Surabaya",2.521.226.225,"https://drive.google.com/open?id=1I1j6rRtyKI-i2j3l3CouihVGiE3DUD39, https://drive.google.com/open?id=1qOSJjXMv5CZKshC5iTOgtP_jwz8xMaJF, https://drive.google.com/open?id=1i0gBcRwYQFbiVqi1iuSMJXuQSyi7EVn9",165 m2,"221,5 m2",SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG RUMAH TINGGAL 2 LANTAI
13/12/2025 10:08:20,Properti,Lelang,"⦁	2 menit dari Univeritas Budi Luhur
⦁	5 menit dari Halte Transjakarta Petukangan D'Masiv
⦁	6 menit dari RS Murni Teguh Ciledug
⦁	15 menit dari ITC Cipulir Mas
⦁	20 menit dari Hutan Kota Srengseng","Gang Amin No. 55 RT.001 RW 002 Kel. Petukangan Utara, Kec. Pesanggrahan, Kota Jakarta Selatan, DKI Jakarta",330.000.000,"https://drive.google.com/open?id=13SWot-f3DGpcCCBXVoIagx8jLoBYW_e4, https://drive.google.com/open?id=1ddur4AfOoR7GWve-PHigcx43U2K-nqXi, https://drive.google.com/open?id=1GhhemlLQiTgJlUFoJpBlKCj6bo6qk9wH",80 m2,69 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG RUMAH TINGGAL
13/12/2025 10:10:16,Properti,Lelang,"⦁	2 menit dari Pintu Tol Pakis
⦁	6 menit dari Rumah Sakit Enggal Dangan
⦁	11 menit dari Bandara Abdul Rachman Saleh
⦁	11 menit dari Universitas Negeri Malang, Kampus II
⦁	28 menit dari Alun-Alun Malang","Jl. Krajan RT.008 RW.006 Kel. Bunutwetan, Kec. Pakis, Kab. Malang, Jawa Timur",632.000.000,"https://drive.google.com/open?id=1ufRe3LUL6kLNh4bQv0hTF-9oc6rnNkPS, https://drive.google.com/open?id=1M_yVZF8nZsfrcdwGtxrqBIMJngZ9QsMw, https://drive.google.com/open?id=1ysZUZG6fERFEvT1WZ1HSicdW1jR78L-r, https://drive.google.com/open?id=1kmC9f6rj5iqUSW7cgW5RYsvwu4eyh3Jc",94 m2,91 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG RUKO
13/12/2025 10:11:44,Properti,Lelang,"⦁	1 menit dari SMK Negeri 9 Malang - Kampus 2
⦁	17 menit dari Puskesmas Gribig
⦁	22 menit dari Gerbang Tol Kota Malang
⦁	25 menit dari Binus Malang
⦁	26 menit dari Alun-Alun Malang","Jl. Bandara Iswahyudi II Blok BF No. 7 Perumahan Buring Satelit RT 011 RW 008 Kel. Cemorokandang, Kec. Kedungkandang, Malang",454.000.000,"https://drive.google.com/open?id=1gG1EPmvR2CaSCs5ERXAKwYJNvFzdDtfq, https://drive.google.com/open?id=1hPPwksqqhebrH6RzTwPPgtA_BQfNmSG-, https://drive.google.com/open?id=1rCS-18_pqwKpWRvFIFN_G9tQN2Fi88Em",60 m2,90 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG RUMAH TINGGAL 2 LANTAI
13/12/2025 10:21:37,Properti,Lelang,"⦁	9 menit dari SD Negeri Kaliurang 2
⦁	10 menit dari Pasar Mbulu
⦁	12 menit dari Taman Sabo Dam Nglumut
⦁	20 menit dari Puskesmas Srumbung
⦁	27 menit dari Jalan Raya Magelang-Yogya","Desa Kemiren, Kec. Srumbung, Kab. Magelang, Jawa Tengah",618.060.000,"https://drive.google.com/open?id=1Ht7AooYIBMABGE2upjqL3dR7t3EKFG1-, https://drive.google.com/open?id=13VAEUmd0XgGA1Fxuom8a-91dOCksFswF, https://drive.google.com/open?id=1P1KCgef4513_djiYxUY3zvnqowiYG5Ie",10.301 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH KOSONG
13/12/2025 10:27:09,Properti,Lelang,"⦁	9 menit dari SD Negeri Kaliurang 2
⦁	10 menit dari Pasar Mbulu
⦁	12 menit dari Taman Sabo Dam Nglumut
⦁	20 menit dari Puskesmas Srumbung
⦁	27 menit dari Jalan Raya Magelang-Yogya","Desa Kemiren, Kec. Srumbung, Kab. Magelang, Jawa Tengah",1.038.244.000,"https://drive.google.com/open?id=1DX9_OoyNUchu8SbY0qLI5EiVtKpQQ_pb, https://drive.google.com/open?id=1X-7jOXaa-g5dwrGkhswivktFhlAF596G, https://drive.google.com/open?id=1_e_zxTtHTVtVoJTlLsOo6IsAxz7CuTmG, https://drive.google.com/open?id=1FX1-qMs5iOvP0Xa2jRmCMAUWVLqalWoT",15.680 m2,159 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG GUDANG
13/12/2025 10:29:13,Properti,Lelang,"⦁	10 menit dari Taman Sabo Dam Nglumut
⦁	11 menit dari Puskesmas Salam Magelang
⦁	11 menit dari Jalan Raya Magelang-Yogya
⦁	14 menit dari Pasar Tempel Sleman
⦁	14 menit dari SMKN 1 Tempel","Desa Sudimoro, Kec. Srumbung Kab. Magelang, Jawa Tengah",112.840.000,"https://drive.google.com/open?id=1Gi-43PTqQVpE8UvJAIbq24QLwYgUeKIu, https://drive.google.com/open?id=1CySdE_r8MkuKVvSwB1S9pHBlIEA9edg_, https://drive.google.com/open?id=1emxleX7PBYwfNco-Ia3SwfWyAe0-crAX",868 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH KOSONG
13/12/2025 10:32:58,Properti,Lelang,"⦁	11 menit dari Taman Sabo Dam Nglumut
⦁	13 menit dari Puskesmas Salam Magelang
⦁	13 menit dari Jalan Raya Magelang-Yogya
⦁	15 menit dari Pasar Tempel Sleman
⦁	16 menit dari SMKN 1 Tempel","Desa Sudimoro, Kec. Srumbung Kab. Magelang, Jawa Tengah",675.960.000,"https://drive.google.com/open?id=1_mfqTEkVvIPJy9u8vyqCRXSJ76uhySdc, https://drive.google.com/open?id=1pSiViRT_wmECcZzQQvmToD89MfU31DCt, https://drive.google.com/open?id=1osCM5ZRvTbV8ArnzVsq5AOqdk_fvNX-8, https://drive.google.com/open?id=1tZSv7tH5kaqpP9LkUVlD_-cZ4HLyRDRg",2.904 m2,1.890 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG KANDANG AYAM
13/12/2025 10:35:20,Properti,Lelang,"⦁	10 menit dari Taman Sabo Dam Nglumut
⦁	12 menit dari Puskesmas Salam Magelang
⦁	14 menit dari Jalan Raya Magelang-Yogya
⦁	15 menit dari Pasar Tempel Sleman
⦁	15 menit dari SMKN 1 Tempel","Desa Sudimoro, Kec. Srumbung Kab. Magelang, Jawa Tengah",631.200.000,"https://drive.google.com/open?id=1xHUAaMIiQRmtM3OZuICLSUwY6b6vPaTj, https://drive.google.com/open?id=1TdGcOMXdgOhnOcA7q68j2a7EIfVI_xj8, https://drive.google.com/open?id=1CGr_n8-CAWezsSY9fjIS4IOGrSX3J5Uv",2.630 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH KOSONG
13/12/2025 10:38:17,Properti,Lelang,"⦁	9 menit dari Puskesmas Salam Magelang
⦁	10 menit dari Taman Sabo Dam Nglumut
⦁	10 menit dari Jalan Raya Magelang-Yogya
⦁	12 menit dari Pasar Tempel Sleman
⦁	14 menit dari SMKN 1 Tempel","Desa Sudimoro, Kec. Srumbung Kab. Magelang, Jawa Tengah",1.971.151.000,"https://drive.google.com/open?id=1HJ7IEsGFOF3Nf8n7vgDsB8dmrXhkK4Fo, https://drive.google.com/open?id=1WH3WdetgXjaYocOv9C_erLEwAsbPzqNs, https://drive.google.com/open?id=1ApQC9_uC4SK0_6MwwHfgyteVRvhSDOxI, https://drive.google.com/open?id=1-TCvgWXDyF91Nav1JgT_oxsRokrtMDTG, https://drive.google.com/open?id=138nXkgPjAy-kuOMa370YKrtX6csgQ52U, https://drive.google.com/open?id=1JtDAyoe6wMij2hq6w1oZQ9nhyv7N5tQr, https://drive.google.com/open?id=1qk7WWztPQ-ZdK6XuA4hszKF5hNR3OAEk, https://drive.google.com/open?id=1mjoPUAip2UOTMSXoQjHyX8NVKhxz0vlC, https://drive.google.com/open?id=1GkYER7wRWbzFrslx5djBph6T5tutfmy1, https://drive.google.com/open?id=1hSifpvk_DmJu2-MAC49Ap8Wo4nlXwjT-",Total LT 2.120 m2,Total LB 1.372 m2,SHM,,,,,,,,,,,,,,,,,,,,"SEGERA LELANG RUMAH TINGGAL, KANTOR DAN GARASI"
13/12/2025 10:40:50,Properti,Lelang,"⦁	9 menit dari Taman Sabo Dam Nglumut
⦁	12 menit dari Puskesmas Salam Magelang
⦁	12 menit dari Jalan Raya Magelang-Yogya
⦁	14 menit dari Pasar Tempel Sleman
⦁	15 menit dari SMKN 1 Tempel","Desa Sudimoro, Kec. Srumbung Kab. Magelang, Jawa Tengah",1.372.650.000,"https://drive.google.com/open?id=1r6cQQ_HbqxgxXSOlYleaKl4rkLJvgeSU, https://drive.google.com/open?id=1rZWkpIECvILNvgApKIswdgA0I5u4o48L, https://drive.google.com/open?id=1Xb1SJ2q-7bGjoL8l3hKRL8MMGvFmZQht",5.550 m2,2.850 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG KANDANG AYAM
13/12/2025 10:43:10,Properti,Lelang,"⦁	12 menit dari Jl. Magelang-Yogyakarta
⦁	15 menit dari Pasar Tempel
⦁	16 menit dari SMKN 1 Tempel
⦁	20 menit ke RSUD Sleman, Yogyakarta
⦁	24 menit ke Terminal Drs. Prajitno Muntilan","Desa Sudimoro, Kec. Srumbung Kab. Magelang, Jawa Tengah",294.700.000,"https://drive.google.com/open?id=1qaiCbCwOY4IDg5JgLg0a6KpGKfJ_aGKZ, https://drive.google.com/open?id=1LvcQ86CVx6K3ISZPg_f0hF7DnEScWHj1, https://drive.google.com/open?id=1VpmYo6yeTJ24PklZolHm2nIHka5P42cy, https://drive.google.com/open?id=176aatkKGfHWlLO8-jrippuUc-RSVqKuL, https://drive.google.com/open?id=1GMpQWM0Tot7hELgSruxZhBS_KB88fWKT, https://drive.google.com/open?id=131ZW4wiNq6lEz9jiiuoRn0QClqXO81to",2.105 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH KOSONG
13/12/2025 10:44:51,Properti,Lelang,"⦁	7 menit dari Puskesmas Srumbung
⦁	9 menit dari Jalan Raya Magelang-Yogya
⦁	10 menit dari Embung Mranggen
⦁	14 menit dari SD Islam Muhammadiyah
⦁	15 menit dari Grojogan Watu Purbo","Desa Jerukagung, Kec. Srumbung, Kab. Magelang, Jawa Tengah",1.132.937.000,"https://drive.google.com/open?id=1aiOxL7o-zyPyoTcJFud6ncFj-PFuZW__, https://drive.google.com/open?id=1N8e_tf6CAPM0K5EQtogT0DWuTXPSNyIC, https://drive.google.com/open?id=1wrKJVJAHmVu6VNDaDOe4Wca0pVRag_hr, https://drive.google.com/open?id=1tMlgASCcLuKqLBULMP4ar7-wt5yo064J",4.300 m2,25 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG KANDANG AYAM
13/12/2025 10:47:29,Properti,Lelang,"⦁	7 menit dari Puskesmas Srumbung
⦁	10 menit dari Embung Mranggen
⦁	13 menit dari Jalan Raya Magelang-Yogya
⦁	15 menit dari Grojogan Watu Purbo
⦁	19 menit dari SMK Negeri 1 Salam","Desa Jerukagung, Kec. Srumbung, Kab. Magelang, Jawa Tengah",1.537.813.000,"https://drive.google.com/open?id=13471UWwBN58mJrxC4K88SYxQIEP7eRG2, https://drive.google.com/open?id=1Kettsz661lrxtlL8klArKu8AlcO5nc8T, https://drive.google.com/open?id=1lntsoF5HWPyzEXhI61-ObcljBrQBxW7U, https://drive.google.com/open?id=1hrWmni2r1AdOkWpB4PgLaybVufkXjOIB",Total LT 4.880 m2,Total LB 2.603 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG KANDANG AYAM DAN GUDANG
13/12/2025 10:49:19,Properti,Lelang,"⦁	5 menit dari Klinik Pratama H.M. Sosromiharjo
⦁	7 menit dari SD Negeri Klegung 3
⦁	14 menit dari Gerbang Tol Banyurejo
⦁	14 mnt Desa Wisata Kelor
⦁	25 menit dari Universitas Teknologi Yogyakarta","Desa Salam, Kec. Salam, Kab. Magelang, Jawa Tengah",587.941.000,"https://drive.google.com/open?id=1VmWwl9QlPHys_GPWjt0k11QicuoLWM1c, https://drive.google.com/open?id=1jfxES4TUsqxhyn_ovnI546H_bhN1bqdB, https://drive.google.com/open?id=19IdpDgjlSyhmoyXicezv7AuRv53hSflu",1.470 m2,90 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG RUMAH TINGGAL
13/12/2025 10:52:58,Properti,Lelang,"⦁	5 menit dari Klinik Pratama H.M. Sosromiharjo
⦁	7 menit dari SD Negeri Klegung 3
⦁	14 menit dari Gerbang Tol Banyurejo
⦁	15 mnt Desa Wisata Kelor
⦁	27 menit dari Universitas Teknologi Yogyakarta","Desa Salam, Kec. Salam, Kab. Magelang, Jawa Tengah",373.800.000,"https://drive.google.com/open?id=1vUDoIxcK10OykkP38-aqn1viTD2Y2Jud, https://drive.google.com/open?id=1dgInw1cLT7UgMQjzf69ac81kcf_9MLQo",1.780 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH SAWAH
13/12/2025 10:55:02,Properti,Lelang,"⦁	10 menit dari Taman Sabo Dam Nglumut 
⦁	11 menit dari Puskesmas Salam Magelang
⦁	12 menit dari Jl. Raya Magelang-Yogyakarta
⦁	14 menit dari Pasar Tempel Sleman
⦁	14 menit dari SMKN 1 Tempel","Desa Sudimoro, Kec. Srumbung Kab. Magelang, Jawa Tengah",1.077.991.000,"https://drive.google.com/open?id=1am5SLf8LaowWMXR_XCmJ0ClVwlQHPlS8, https://drive.google.com/open?id=1K-nkRdhrxEFlcrSIem2cCdatCfWWOW0N, https://drive.google.com/open?id=1-8OMsYtYakbMlkHNvaKeaCUcImftq2aK, https://drive.google.com/open?id=1f9uGRr_iXu-JRzkYQgG5xogJBBSx6CFA, https://drive.google.com/open?id=19YmMdWA7-KkSN6SKmCl9sIpHpjyQy0vH",1.983 m2,1.277 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG GUDANG
13/12/2025 10:57:23,Properti,Lelang,"⦁	4 menit dari Jalan Raya Magelang-Yogya
⦁	5 menit dari Stadion Gondowangi
⦁	5 menit dari SDN Gondowangi 1
⦁	8 menit dari Puskesmas Mungkid
⦁	16 menit dari Armada Town Square Mall","Desa Gondowangi, Kec. Sawangan Kab. Magelang, Jawa Tengah",1.298.700.000,"https://drive.google.com/open?id=1OyvLU5ufNWctNa6_iZyLJ32Pb3ohDr9P, https://drive.google.com/open?id=1gQqVCNv5P68YLqKLlXtaq46mbd2t8L4u, https://drive.google.com/open?id=1QkgJKSPkYDrzfdjDFytUyHAVCza_AlVE",9.990 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH SAWAH
13/12/2025 10:59:50,Properti,Lelang,"⦁	5 menit dari Jalan Raya Magelang-Yogya
⦁	5 menit dari Stadion Gondowangi
⦁	5 menit dari SDN Gondowangi 1
⦁	8 menit dari Puskesmas Mungkid
⦁	17 menit dari Armada Town Square Mall","Desa Gondowangi, Kec. Sawangan Kab. Magelang, Jawa Tengah",961.950.000,"https://drive.google.com/open?id=1v-X6hz1QblV2p8zWZ_a02X30P6llP6Cq, https://drive.google.com/open?id=14F9FDdf4sLHDKsCzGu2A1FJpNHV3dyTd, https://drive.google.com/open?id=1x0Uq-_pxOdJL22nCT10iO8xUmMxP4pjN, https://drive.google.com/open?id=1Bn4FpUqCbk2rCgSeR9JGBR130L44JrjF, https://drive.google.com/open?id=12FLFx_FrH7LT8v2AYYDdeUxV69kC_1rw",8.745 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH KOSONG
13/12/2025 11:01:24,Properti,Lelang,"⦁	1 menit dari Stadion Gondowangi
⦁	1 menit dari SDN Gondowangi 1
⦁	8 menit dari Jalan Raya Magelang-Yogya
⦁	9 menit dari Puskesmas Mungkid
⦁	17 menit dari Armada Town Square Mall","Desa Gondowangi, Kec. Sawangan Kab. Magelang, Jawa Tengah",233.800.000,"https://drive.google.com/open?id=14CxEtdWR47v8TkTcPAf0yvfMm4xlZNLY, https://drive.google.com/open?id=1FoOFKw9ZOk7HF5ZQ6MHMroc19dnj3sbI, https://drive.google.com/open?id=1zwuDQ5U30TGrwofGKmZZlS7OYeu9GkD_, https://drive.google.com/open?id=10T55vHa2CI7LGO1Sl5Yl2Qiv7Zr74cnH",1.670 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH SAWAH
13/12/2025 11:03:25,Properti,Lelang,"⦁	10 menit dari Taman Sabo Dam Nglumut 
⦁	12 menit dari Jl. Raya Magelang-Yogyakarta
⦁	12 menit dari Puskesmas Salam Magelang
⦁	14 menit dari Pasar Tempel Sleman
⦁	15 menit dari SMKN 1 Tempel","Desa Sudimoro, Kec. Srumbung Kab. Magelang, Jawa Tengah",3.808.840.000,"https://drive.google.com/open?id=17nONxHgw8UW3bhKpY-6XKuj2uT7LedwV, https://drive.google.com/open?id=1qWGcacQKBc_Zy9NyrGbYGwr-qxXkqdia, https://drive.google.com/open?id=15H04BRKLtBrzBt5ye99D4SWzmLKOC_R1, https://drive.google.com/open?id=1LHULPmX21fjwxDNK7SWg9KANIeTiCYqx, https://drive.google.com/open?id=1At0hedFJy1VHFtN3-ONqKdoX0N_wR_9n, https://drive.google.com/open?id=1ALgiUrpy02qGPjfC267Si-FnwbdI91Bi, https://drive.google.com/open?id=1AdKaNOI4nDrxaq7hO-F-T6LnUDkRBPi3, https://drive.google.com/open?id=1wFnMu_GG8Au3dsYziXddxQHcZ_cz6oIh",27.261 m2,9.935 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG KANDANG AYAM DAN GUDANG
13/12/2025 11:05:53,Properti,Lelang,"⦁	9 menit dari RSUD Bukit Menoreh
⦁	11 mnt SMP Negeri 1 Salaman
⦁	22 mnt Kampus 2 Universitas Muhammadiyah Magelang
⦁	22 mnt Salut Magelang Raya
⦁	24 mnt Wisata Punthuk Setumbu","Desa Sidoagung, Kec. Tempuran Kab. Magelang, Jawa Tengah ",881.100.000,"https://drive.google.com/open?id=1xoNvfKSglVRC7doLzEhzb6eQXpUCYjvX, https://drive.google.com/open?id=13BwpjNGX4tBfkZtsleLPe2W6U-Eg7gYo, https://drive.google.com/open?id=1IJnpDRTR13MA1IA9llMHlxe2ndqL82Ks",9.790 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH KOSONG
13/12/2025 11:13:22,Properti,Lelang,"⦁	2 menit dari Jl. Raya Magelang-Purworejo
⦁	4 menit dari Pasar Kalangan
⦁	6 menit dari RSUD Bukit Menoreh
⦁	8 menit dari SMA Negeri 1 Salaman
⦁	9 menit dari Terminal Salaman
⦁	21 menit dari Candi Borobudur Magelang","Desa Sidoagung, Kec. Tempuran Kab. Magelang, Jawa Tengah ",352.935.000,"https://drive.google.com/open?id=1gpECisLzSoUoecPv9D44XNVtjRdr0gfN, https://drive.google.com/open?id=1BDYyegdR64XcPvxH5TY4ZV4NLWMQME2M, https://drive.google.com/open?id=1Z76BmQ9dbQjezu0EATROg_GbAatGtBcS",2.277 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH KOSONG
13/12/2025 11:15:12,Properti,Lelang,"⦁	10 menit dari Jl. Magelang-Yogyakarta
⦁	12 menit dari Pasar Tempel
⦁	15 menit dari SMKN 1 Tempel
⦁	19 menit ke RSUD Sleman, Yogyakarta
⦁	21 menit ke Terminal Drs. Prajitno Muntilan","Desa Sudimoro, Kec. Srumbung Kab. Magelang, Jawa Tengah",1.645.020.000,"https://drive.google.com/open?id=1yw-EXkeqHr95zvQBU9LQHxAfWvLKe99E, https://drive.google.com/open?id=1WJgYNQBPB6IBrcd2EbJLqoNcY5nFI-mt, https://drive.google.com/open?id=19SmvFHJaFEInfKKEX_2JbzKjWBi5WOOq",8.658 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH KOSONG
13/12/2025 11:16:43,Properti,Lelang,"⦁	6 menit dari Jl. Raya Magelang-Salaman
⦁	7 menit dari SD Negeri Jambu
⦁	10 menit dari Pasar Tempuran
⦁	12 menit dari RSUD Bukit Menoreh
⦁	15 menit dari GOR Dhananjaya Magelang","Desa Tanggulrejo, Kec. Tempuran, Kab. Magelang, Jawa Tengah",1.091.430.000,"https://drive.google.com/open?id=1Alg7RM-jrKUMZ7eXhNOEciXMJh9FgONC, https://drive.google.com/open?id=1qA1ERPRPgV2I0cRYf_rkb86sOrcXgVHq, https://drive.google.com/open?id=1DteFGhsorcwdIkd5BbyohMQHCcyTUXIc, https://drive.google.com/open?id=1wPVz-ZXc6hxaOySEVyqmc2IfcBJU4mzf",12.127 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH SAWAH
13/12/2025 11:22:29,Properti,Lelang,"⦁	10 menit dari Jl. Magelang-Yogyakarta
⦁	12 menit dari Pasar Tempel
⦁	13 menit dari SMKN 1 Tempel
⦁	18 menit ke RSUD Sleman, Yogyakarta
⦁	20 menit ke Terminal Drs. Prajitno Muntilan","Jalan Lingkungan, Desa Sudimoro, Kec. Srumbung Kab. Magelang, Jawa Tengah",427.200.000,"https://drive.google.com/open?id=1EJ-opTi7wa2cCi7m4bULVeKrievVMUFq, https://drive.google.com/open?id=1lAlITBNzwcHl3mZfod_p98jqOPmXv_Bw, https://drive.google.com/open?id=1_bWAn8xUJ-Eis3LjZQX8QH3501ZGeKmD",1.780 m2,,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH SAWAH
13/12/2025 11:24:21,Properti,Lelang,"⦁	7 menit dari Puskesmas Srumbung
⦁	10 menit dari Embung Mranggen
⦁	12 menit dari Jalan Raya Magelang-Yogya
⦁	15 menit dari SMKN 1 Tempel
⦁	15 menit dari Grojogan Watu Purbo","Jalan Bulu, Desa Jerukagung, Kec. Srumbung Kab. Magelang, Jawa Tengah",818.948.000,"https://drive.google.com/open?id=180JJZ47Dm0i4F30zTLqK97l2dmT4vcF9, https://drive.google.com/open?id=1rj7IBlvA64w1EVZ2ALPpS4jL69IDV8sm, https://drive.google.com/open?id=15KGFzOESMFps2fw3jR-N7y8C7mkmxQVe",Total LT 1.330 m2,Total LB 826 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG RUMAH TINGGAL DAN KANDANG AYAM
13/12/2025 11:26:50,Properti,Lelang,"⦁	2 menit dari Jl. Raya Magelang-Purworejo
⦁	5 menit dari Pasar Kalangan
⦁	6 menit dari SD Negeri Kalisari 1
⦁	6 menit dari RSUD Bukit Menoreh
⦁	9 menit dari Terminal Salaman
⦁	15 menit dari Candi Borobudur Magelang","Desa Sidoagung, Kec. Tempuran Kab. Magelang, Jawa Tengah ",5.567.919.000,"https://drive.google.com/open?id=1a4qeQmyW9FFh41ipjqjMr6Q23hqwVil_, https://drive.google.com/open?id=19u1isvcIrW839awX8Xoj50KU3hcS3ql_, https://drive.google.com/open?id=1KF3SGqSRTfGZ60h2wWpjVlbpfBFFiM7L, https://drive.google.com/open?id=1WFfRTijfud9N3iDRC-t4yBwREuo-3Asg",Total LT 34.730 m2,Total LB 43 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG TANAH DAN POS JAGA
13/12/2025 11:31:21,Properti,Lelang,"⦁	14 mnt Pertamina Gas Station 44.564.04 Baledono
⦁	18 mnt Desa Wisata Pulesari
⦁	20 mnt RS Umum 'Aisyiyah Muntilan
⦁	23 mnt SMA Negeri 1 Muntilan
⦁	25 mnt Gerbang Tol Banyurejo","Desa Jerukagung, Kec. Srumbung, Kab. Magelang, Jawa Tengah",1.609.156.000,"https://drive.google.com/open?id=1I3EgdBj5NS-vuz0qcJ0wkrj88OuI27RZ, https://drive.google.com/open?id=1qfuMbJf_0msEykXi5sEzkB4CFZF_I8no, https://drive.google.com/open?id=1Wc8wHHiJBkyfsO44uWleOSk_r-TRC3vm, https://drive.google.com/open?id=12bgqax2JvRJ8WDJxQxvjQ3X8KY6Fn-Zr",6.450 m2,1.958 m2,SHM,,,,,,,,,,,,,,,,,,,,SEGERA LELANG KANDANG AYAM DAN GUDANG
